RespondentID,AI_Adoption,AI_WorkflowCoverage_Current,AI_ToolBreadth_Absolute,AI_ToolBreadth_Relative,AI_Attitude,AI_Trust,AI_Threat,AI_ExpectedBenefits_Efficiency,AI_ExpectedBenefits_Learning,AI_ExpectedBenefits_Quality,AI_ExpectedBenefits_Collab,AI_ComplexHandling,JobSatisfaction,AI_UseForLearning
18979,0.0,0.0,0,0.0,,,,,,,,,80.0,0
18980,100.0,0.0,3,25.0,25.0,25.0,0.0,50.0,100.0,100.0,0.0,25.0,30.0,0
18981,100.0,25.0,1,8.333333333333332,50.0,25.0,0.0,0.0,100.0,100.0,0.0,25.0,,0
18982,100.0,0.0,2,16.666666666666664,25.0,25.0,0.0,100.0,100.0,0.0,0.0,0.0,90.0,0
18983,100.0,12.5,2,16.666666666666664,75.0,75.0,50.0,100.0,100.0,100.0,0.0,75.0,,0
18984,100.0,25.0,1,8.333333333333332,25.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,40.0,0
18985,100.0,62.5,3,25.0,40.0,0.0,50.0,0.0,0.0,0.0,100.0,75.0,80.0,100
18986,100.0,37.5,3,25.0,75.0,75.0,0.0,50.0,0.0,100.0,0.0,25.0,60.0,100
18987,100.0,50.0,3,25.0,75.0,25.0,0.0,100.0,0.0,0.0,0.0,50.0,30.0,100
18988,0.0,0.0,0,0.0,,,,,,,,,,0
18989,0.0,0.0,0,0.0,,,,,,,,,60.0,0
18990,100.0,50.0,1,8.333333333333332,75.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0
18991,100.0,62.5,2,16.666666666666664,100.0,75.0,100.0,50.0,0.0,100.0,0.0,50.0,100.0,100
18992,0.0,0.0,2,16.666666666666664,,,,,,,,,30.0,0
18993,0.0,0.0,0,0.0,,,,,,,,,,0
18994,100.0,50.0,1,8.333333333333332,100.0,75.0,0.0,100.0,100.0,0.0,0.0,50.0,80.0,0
18995,100.0,25.0,2,16.666666666666664,75.0,25.0,0.0,100.0,100.0,100.0,100.0,75.0,50.0,0
18996,100.0,37.5,5,41.66666666666667,75.0,75.0,0.0,100.0,100.0,0.0,0.0,50.0,80.0,0
18997,100.0,12.5,2,16.666666666666664,25.0,25.0,100.0,0.0,100.0,0.0,0.0,50.0,70.0,100
18998,100.0,62.5,3,25.0,75.0,75.0,0.0,100.0,0.0,100.0,0.0,75.0,60.0,100
18999,100.0,37.5,1,8.333333333333332,75.0,75.0,0.0,100.0,100.0,0.0,100.0,75.0,50.0,100
19000,100.0,12.5,2,16.666666666666664,75.0,25.0,100.0,100.0,0.0,0.0,0.0,75.0,,0
19001,100.0,25.0,1,8.333333333333332,50.0,75.0,0.0,50.0,100.0,0.0,0.0,50.0,60.0,100
19002,100.0,50.0,2,16.666666666666664,100.0,75.0,0.0,50.0,0.0,0.0,0.0,75.0,60.0,100
19003,100.0,0.0,1,8.333333333333332,75.0,50.0,0.0,50.0,100.0,0.0,100.0,75.0,90.0,0
19004,100.0,50.0,2,16.666666666666664,100.0,50.0,50.0,50.0,100.0,0.0,0.0,25.0,,100
19005,100.0,0.0,1,8.333333333333332,75.0,50.0,0.0,100.0,100.0,0.0,0.0,50.0,80.0,0
19006,0.0,0.0,0,0.0,,,,,,,,,40.0,0
19007,0.0,0.0,4,33.33333333333333,,,,,,,,,,0
19008,30.0,0.0,2,16.666666666666664,75.0,,0.0,,,,,,,0
19009,100.0,50.0,1,8.333333333333332,100.0,50.0,0.0,100.0,100.0,100.0,0.0,75.0,80.0,100
19010,30.0,0.0,0,0.0,50.0,,0.0,,,,,,,0
19011,100.0,12.5,2,16.666666666666664,25.0,25.0,0.0,100.0,100.0,100.0,0.0,0.0,80.0,0
19012,100.0,12.5,3,25.0,50.0,25.0,50.0,50.0,0.0,0.0,0.0,0.0,80.0,0
19013,0.0,0.0,1,8.333333333333332,,,,,,,,,80.0,0
19014,100.0,25.0,2,16.666666666666664,75.0,50.0,50.0,100.0,0.0,0.0,0.0,75.0,,0
19015,100.0,25.0,0,0.0,40.0,50.0,50.0,100.0,0.0,0.0,0.0,25.0,,0
19016,0.0,0.0,1,8.333333333333332,,,,,,,,,80.0,0
19017,0.0,0.0,3,25.0,,,,,,,,,,0
19018,100.0,37.5,5,41.66666666666667,75.0,50.0,0.0,100.0,100.0,0.0,0.0,50.0,,100
19019,100.0,37.5,1,8.333333333333332,75.0,75.0,50.0,50.0,100.0,0.0,0.0,25.0,80.0,100
19020,100.0,12.5,2,16.666666666666664,75.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,80.0,0
19021,100.0,12.5,2,16.666666666666664,100.0,75.0,0.0,100.0,0.0,0.0,0.0,50.0,90.0,0
19022,100.0,25.0,3,25.0,40.0,75.0,50.0,0.0,100.0,0.0,0.0,75.0,,0
19023,100.0,62.5,3,25.0,75.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,,100
19024,100.0,12.5,2,16.666666666666664,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
19025,100.0,50.0,2,16.666666666666664,100.0,75.0,0.0,100.0,0.0,100.0,0.0,75.0,90.0,0
19026,30.0,0.0,3,25.0,75.0,,100.0,,,,,,,0
19027,100.0,37.5,5,41.66666666666667,100.0,75.0,0.0,100.0,100.0,0.0,0.0,25.0,,0
19028,100.0,25.0,1,8.333333333333332,75.0,50.0,50.0,100.0,0.0,0.0,0.0,25.0,70.0,0
19029,0.0,0.0,0,0.0,,,,,,,,,,0
19030,0.0,0.0,0,0.0,,,,,,,,,70.0,0
19031,0.0,0.0,0,0.0,,,,,,,,,60.0,0
19032,100.0,25.0,1,8.333333333333332,75.0,25.0,100.0,100.0,100.0,100.0,0.0,50.0,70.0,0
19033,100.0,37.5,1,8.333333333333332,100.0,75.0,0.0,100.0,0.0,0.0,100.0,25.0,,0
19034,100.0,50.0,1,8.333333333333332,50.0,75.0,0.0,50.0,100.0,100.0,0.0,50.0,50.0,0
19035,100.0,37.5,3,25.0,75.0,25.0,50.0,100.0,0.0,0.0,0.0,25.0,,0
19036,100.0,37.5,1,8.333333333333332,75.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,,100
19037,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19038,100.0,25.0,3,25.0,75.0,25.0,50.0,50.0,0.0,0.0,0.0,50.0,,0
19039,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19040,0.0,0.0,0,0.0,,,,,,,,,,0
19041,100.0,25.0,1,8.333333333333332,100.0,75.0,0.0,50.0,100.0,100.0,0.0,100.0,,0
19042,100.0,25.0,5,41.66666666666667,100.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,30.0,0
19043,100.0,12.5,4,33.33333333333333,75.0,50.0,100.0,50.0,100.0,100.0,0.0,75.0,,0
19044,100.0,25.0,0,0.0,50.0,50.0,50.0,0.0,100.0,0.0,0.0,75.0,,100
19045,100.0,37.5,1,8.333333333333332,75.0,50.0,50.0,0.0,100.0,0.0,0.0,25.0,80.0,100
19046,100.0,37.5,2,16.666666666666664,100.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,,0
19047,30.0,0.0,2,16.666666666666664,40.0,,0.0,,,,,,,0
19048,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
19049,0.0,0.0,0,0.0,,,,,,,,,80.0,0
19050,30.0,0.0,3,25.0,75.0,,0.0,,,,,,,0
19051,100.0,37.5,1,8.333333333333332,75.0,100.0,50.0,100.0,100.0,100.0,0.0,100.0,,100
19052,100.0,62.5,1,8.333333333333332,100.0,75.0,0.0,100.0,100.0,100.0,0.0,100.0,90.0,100
19053,100.0,50.0,1,8.333333333333332,100.0,100.0,50.0,100.0,100.0,100.0,0.0,75.0,100.0,100
19054,30.0,0.0,1,8.333333333333332,100.0,,50.0,,,,,,70.0,0
19055,100.0,25.0,8,66.66666666666666,75.0,50.0,0.0,100.0,0.0,0.0,0.0,25.0,,0
19056,100.0,75.0,1,8.333333333333332,100.0,50.0,50.0,100.0,100.0,0.0,0.0,75.0,,100
19057,30.0,0.0,1,8.333333333333332,0.0,,50.0,,,,,,90.0,0
19058,100.0,12.5,0,0.0,50.0,75.0,0.0,50.0,0.0,0.0,0.0,75.0,,0
19059,30.0,0.0,0,0.0,50.0,,0.0,,,,,,20.0,0
19060,0.0,0.0,0,0.0,,,,,,,,,,0
19061,100.0,0.0,1,8.333333333333332,25.0,25.0,0.0,50.0,0.0,0.0,0.0,50.0,60.0,0
19062,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
19063,0.0,0.0,0,0.0,,,,,,,,,60.0,0
19064,0.0,0.0,0,0.0,,,,,,,,,80.0,0
19065,0.0,0.0,1,8.333333333333332,,,,,,,,,70.0,0
19066,100.0,0.0,6,50.0,100.0,75.0,0.0,100.0,100.0,0.0,0.0,75.0,,0
19067,0.0,0.0,0,0.0,,,,,,,,,70.0,0
19068,100.0,100.0,6,50.0,100.0,75.0,0.0,100.0,0.0,0.0,0.0,75.0,,100
19069,100.0,62.5,2,16.666666666666664,100.0,25.0,0.0,100.0,100.0,100.0,0.0,25.0,80.0,100
19070,100.0,75.0,11,91.66666666666666,100.0,75.0,0.0,100.0,100.0,100.0,100.0,75.0,70.0,100
19071,30.0,0.0,0,0.0,100.0,,0.0,,,,,,,0
19072,100.0,12.5,2,16.666666666666664,50.0,25.0,0.0,100.0,0.0,0.0,0.0,50.0,,0
19073,100.0,0.0,2,16.666666666666664,50.0,50.0,100.0,100.0,0.0,0.0,0.0,75.0,80.0,0
19074,100.0,0.0,3,25.0,75.0,25.0,0.0,100.0,0.0,0.0,0.0,25.0,,0
19075,0.0,0.0,0,0.0,,,,,,,,,50.0,0
19076,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
19077,100.0,37.5,2,16.666666666666664,25.0,75.0,0.0,50.0,100.0,0.0,0.0,75.0,,0
19078,100.0,50.0,4,33.33333333333333,75.0,50.0,50.0,50.0,100.0,0.0,0.0,25.0,80.0,0
19079,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19080,100.0,25.0,3,25.0,50.0,25.0,0.0,50.0,100.0,100.0,0.0,25.0,90.0,0
19081,0.0,0.0,0,0.0,,,,,,,,,,0
19082,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19083,100.0,75.0,3,25.0,75.0,50.0,0.0,100.0,100.0,0.0,0.0,75.0,,100
19084,100.0,12.5,2,16.666666666666664,75.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,90.0,0
19085,100.0,50.0,2,16.666666666666664,75.0,75.0,50.0,50.0,100.0,100.0,0.0,50.0,40.0,100
19086,100.0,25.0,4,33.33333333333333,100.0,75.0,0.0,100.0,0.0,0.0,0.0,75.0,40.0,100
19087,100.0,50.0,1,8.333333333333332,50.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,90.0,100
19088,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
19089,0.0,0.0,1,8.333333333333332,,,,,,,,,30.0,0
19090,100.0,12.5,1,8.333333333333332,75.0,50.0,50.0,100.0,0.0,0.0,0.0,50.0,,0
19091,0.0,0.0,1,8.333333333333332,,,,,,,,,80.0,0
19092,100.0,37.5,1,8.333333333333332,50.0,50.0,0.0,0.0,100.0,0.0,0.0,25.0,,100
19093,0.0,0.0,0,0.0,,,,,,,,,50.0,0
19094,100.0,75.0,1,8.333333333333332,75.0,75.0,50.0,50.0,100.0,100.0,0.0,75.0,,100
19095,0.0,0.0,4,33.33333333333333,,,,,,,,,10.0,0
19096,0.0,0.0,0,0.0,,,,,,,,,,0
19097,100.0,12.5,6,50.0,40.0,50.0,50.0,100.0,0.0,100.0,0.0,50.0,,0
19098,0.0,0.0,0,0.0,,,,,,,,,60.0,0
19099,100.0,12.5,1,8.333333333333332,75.0,25.0,0.0,50.0,100.0,100.0,100.0,25.0,80.0,0
19100,0.0,0.0,4,33.33333333333333,,,,,,,,,80.0,0
19101,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19102,30.0,0.0,0,0.0,50.0,,0.0,,,,,,,0
19103,100.0,0.0,2,16.666666666666664,75.0,75.0,100.0,,,,,,,0
19104,100.0,37.5,10,83.33333333333334,100.0,75.0,0.0,100.0,0.0,100.0,0.0,50.0,,100
19105,0.0,0.0,0,0.0,,,,,,,,,,0
19106,100.0,12.5,2,16.666666666666664,75.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
19107,100.0,12.5,3,25.0,50.0,25.0,50.0,100.0,0.0,0.0,0.0,0.0,60.0,0
19108,100.0,25.0,2,16.666666666666664,50.0,25.0,0.0,0.0,100.0,0.0,0.0,25.0,,100
19109,0.0,0.0,1,8.333333333333332,,,,,,,,,60.0,0
19110,100.0,37.5,1,8.333333333333332,75.0,75.0,0.0,50.0,100.0,0.0,0.0,25.0,90.0,0
19111,100.0,25.0,4,33.33333333333333,40.0,75.0,50.0,0.0,100.0,100.0,0.0,50.0,80.0,0
19112,100.0,37.5,2,16.666666666666664,100.0,75.0,0.0,50.0,100.0,0.0,100.0,100.0,,0
19113,100.0,12.5,1,8.333333333333332,75.0,25.0,50.0,100.0,100.0,0.0,0.0,75.0,70.0,0
19114,0.0,0.0,0,0.0,,,,,,,,,80.0,0
19115,100.0,0.0,1,8.333333333333332,75.0,75.0,0.0,0.0,100.0,0.0,0.0,75.0,80.0,0
19116,100.0,25.0,3,25.0,75.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
19117,0.0,0.0,0,0.0,,,,,,,,,,0
19118,30.0,0.0,0,0.0,50.0,,0.0,,,,,,,0
19119,0.0,0.0,1,8.333333333333332,,,,,,,,,80.0,0
19120,0.0,0.0,0,0.0,,,,,,,,,,0
19121,30.0,0.0,2,16.666666666666664,100.0,,50.0,,,,,,50.0,0
19122,100.0,12.5,1,8.333333333333332,25.0,25.0,50.0,50.0,0.0,0.0,0.0,25.0,60.0,0
19123,0.0,0.0,0,0.0,,,,,,,,,,0
19124,0.0,0.0,0,0.0,,,,,,,,,80.0,0
19125,100.0,62.5,4,33.33333333333333,75.0,75.0,0.0,100.0,100.0,100.0,100.0,75.0,40.0,100
19126,100.0,25.0,6,50.0,100.0,75.0,50.0,100.0,100.0,100.0,100.0,75.0,,0
19127,30.0,0.0,0,0.0,50.0,,50.0,,,,,,,0
19128,0.0,0.0,0,0.0,,,,,,,,,20.0,0
19129,0.0,0.0,0,0.0,,,,,,,,,30.0,0
19130,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19131,100.0,25.0,0,0.0,75.0,75.0,100.0,100.0,0.0,0.0,0.0,75.0,90.0,0
19132,0.0,0.0,1,8.333333333333332,,,,,,,,,60.0,0
19133,100.0,12.5,2,16.666666666666664,50.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
19134,100.0,50.0,3,25.0,75.0,50.0,0.0,50.0,100.0,100.0,0.0,75.0,70.0,100
19135,100.0,0.0,0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
19136,100.0,37.5,2,16.666666666666664,100.0,100.0,0.0,100.0,100.0,100.0,0.0,75.0,,0
19137,100.0,62.5,4,33.33333333333333,75.0,75.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,0
19138,100.0,12.5,1,8.333333333333332,100.0,50.0,0.0,100.0,100.0,0.0,0.0,75.0,70.0,0
19139,100.0,0.0,3,25.0,75.0,50.0,0.0,0.0,100.0,0.0,0.0,75.0,50.0,0
19140,100.0,50.0,2,16.666666666666664,75.0,75.0,0.0,100.0,0.0,0.0,0.0,75.0,,0
19141,100.0,50.0,2,16.666666666666664,50.0,50.0,0.0,50.0,100.0,100.0,0.0,25.0,,100
19142,100.0,12.5,5,41.66666666666667,100.0,75.0,50.0,100.0,100.0,0.0,0.0,25.0,,0
19143,0.0,0.0,0,0.0,,,,,,,,,,0
19144,100.0,37.5,1,8.333333333333332,100.0,50.0,0.0,50.0,100.0,100.0,0.0,25.0,,100
19145,100.0,50.0,1,8.333333333333332,25.0,25.0,0.0,0.0,100.0,100.0,0.0,0.0,,100
19146,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,50.0,100.0,0.0,0.0,25.0,,0
19147,30.0,0.0,0,0.0,50.0,,0.0,,,,,,20.0,0
19148,100.0,37.5,5,41.66666666666667,75.0,75.0,0.0,100.0,0.0,0.0,0.0,50.0,80.0,0
19149,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19150,100.0,12.5,3,25.0,50.0,25.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0
19151,100.0,37.5,2,16.666666666666664,100.0,75.0,0.0,100.0,100.0,0.0,0.0,100.0,80.0,0
19152,100.0,12.5,3,25.0,75.0,25.0,0.0,50.0,100.0,0.0,0.0,75.0,,0
19153,100.0,12.5,2,16.666666666666664,50.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,,0
19154,100.0,37.5,5,41.66666666666667,75.0,75.0,0.0,100.0,0.0,0.0,0.0,25.0,,0
19155,100.0,12.5,2,16.666666666666664,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,100
19156,100.0,75.0,9,75.0,75.0,75.0,0.0,100.0,100.0,100.0,100.0,50.0,60.0,100
19157,30.0,0.0,4,33.33333333333333,50.0,,0.0,,,,,,70.0,0
19158,100.0,50.0,4,33.33333333333333,100.0,50.0,0.0,100.0,100.0,0.0,0.0,75.0,80.0,0
19159,100.0,50.0,3,25.0,75.0,25.0,0.0,50.0,0.0,0.0,0.0,75.0,80.0,0
19160,100.0,37.5,3,25.0,50.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,,100
19161,30.0,0.0,5,41.66666666666667,50.0,,50.0,,,,,,,0
19162,100.0,25.0,2,16.666666666666664,50.0,25.0,0.0,100.0,100.0,100.0,0.0,75.0,20.0,0
19163,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
19164,100.0,25.0,4,33.33333333333333,75.0,25.0,100.0,50.0,0.0,0.0,0.0,50.0,,100
19165,100.0,25.0,4,33.33333333333333,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0
19166,100.0,0.0,1,8.333333333333332,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
19167,100.0,12.5,2,16.666666666666664,75.0,25.0,0.0,50.0,0.0,0.0,0.0,25.0,,0
19168,100.0,25.0,1,8.333333333333332,75.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,,0
19169,100.0,37.5,1,8.333333333333332,75.0,25.0,0.0,100.0,100.0,0.0,0.0,25.0,50.0,0
19170,100.0,37.5,1,8.333333333333332,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0
19171,100.0,25.0,0,0.0,100.0,75.0,0.0,50.0,0.0,0.0,0.0,75.0,,0
19172,100.0,12.5,1,8.333333333333332,50.0,0.0,0.0,50.0,100.0,0.0,0.0,50.0,70.0,0
19173,100.0,25.0,1,8.333333333333332,50.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,70.0,0
19174,0.0,0.0,2,16.666666666666664,,,,,,,,,90.0,0
19175,0.0,0.0,0,0.0,,,,,,,,,90.0,0
19176,0.0,0.0,2,16.666666666666664,,,,,,,,,80.0,0
19177,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,70.0,0
19178,100.0,12.5,1,8.333333333333332,75.0,75.0,50.0,50.0,0.0,100.0,0.0,50.0,80.0,0
19179,100.0,0.0,2,16.666666666666664,75.0,50.0,100.0,100.0,0.0,0.0,0.0,100.0,,0
19180,100.0,37.5,3,25.0,100.0,75.0,50.0,50.0,0.0,100.0,0.0,50.0,70.0,0
19181,30.0,0.0,0,0.0,50.0,,0.0,,,,,,,0
19182,100.0,50.0,7,58.333333333333336,75.0,75.0,0.0,100.0,100.0,100.0,100.0,75.0,,100
19183,100.0,12.5,4,33.33333333333333,75.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,,0
19184,100.0,25.0,5,41.66666666666667,75.0,75.0,0.0,100.0,0.0,0.0,0.0,25.0,80.0,0
19185,100.0,25.0,1,8.333333333333332,75.0,75.0,0.0,50.0,0.0,0.0,0.0,50.0,80.0,0
19186,100.0,37.5,2,16.666666666666664,100.0,75.0,0.0,100.0,100.0,0.0,0.0,50.0,100.0,100
19187,0.0,0.0,0,0.0,,,,,,,,,,0
19188,30.0,0.0,0,0.0,75.0,,0.0,,,,,,90.0,0
19189,0.0,0.0,0,0.0,,,,,,,,,,0
19190,0.0,0.0,0,0.0,,,,,,,,,100.0,0
19191,100.0,25.0,2,16.666666666666664,100.0,75.0,0.0,50.0,100.0,100.0,0.0,75.0,,0
19192,100.0,12.5,5,41.66666666666667,100.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,90.0,0
19193,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,,0
19194,100.0,25.0,1,8.333333333333332,75.0,75.0,0.0,100.0,100.0,0.0,0.0,50.0,80.0,0
19195,30.0,0.0,1,8.333333333333332,40.0,,50.0,,,,,,,0
19196,100.0,0.0,2,16.666666666666664,75.0,75.0,0.0,100.0,0.0,0.0,0.0,75.0,,0
19197,0.0,0.0,0,0.0,,,,,,,,,40.0,0
19198,100.0,12.5,1,8.333333333333332,75.0,50.0,0.0,100.0,0.0,0.0,0.0,25.0,80.0,0
19199,100.0,62.5,3,25.0,75.0,50.0,50.0,100.0,0.0,100.0,0.0,25.0,80.0,100
19200,100.0,12.5,1,8.333333333333332,40.0,50.0,100.0,0.0,0.0,0.0,0.0,25.0,50.0,0
19201,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,,0
19202,100.0,37.5,4,33.33333333333333,100.0,50.0,50.0,50.0,100.0,0.0,0.0,75.0,,100
19203,100.0,25.0,3,25.0,75.0,75.0,0.0,100.0,100.0,0.0,100.0,50.0,90.0,0
19204,100.0,37.5,5,41.66666666666667,100.0,50.0,0.0,100.0,100.0,0.0,0.0,50.0,60.0,100
19205,100.0,37.5,2,16.666666666666664,75.0,50.0,50.0,50.0,100.0,0.0,0.0,75.0,50.0,0
19206,100.0,100.0,2,16.666666666666664,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,60.0,100
19207,30.0,0.0,2,16.666666666666664,0.0,,0.0,,,,,,,0
19208,100.0,12.5,2,16.666666666666664,75.0,75.0,0.0,100.0,100.0,100.0,0.0,50.0,80.0,0
19209,100.0,25.0,2,16.666666666666664,75.0,50.0,100.0,100.0,0.0,100.0,100.0,75.0,70.0,0
19210,100.0,37.5,2,16.666666666666664,100.0,50.0,50.0,100.0,100.0,0.0,0.0,50.0,80.0,0
19211,100.0,37.5,3,25.0,75.0,50.0,0.0,50.0,100.0,0.0,0.0,50.0,,100
19212,100.0,62.5,5,41.66666666666667,75.0,75.0,50.0,100.0,100.0,100.0,0.0,75.0,50.0,100
19213,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,100.0,0
19214,100.0,50.0,4,33.33333333333333,100.0,75.0,50.0,50.0,100.0,0.0,0.0,75.0,,0
19215,100.0,25.0,1,8.333333333333332,50.0,50.0,0.0,50.0,100.0,0.0,0.0,50.0,60.0,0
19216,30.0,0.0,2,16.666666666666664,25.0,,0.0,,,,,,80.0,0
19217,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,50.0,100.0,0.0,0.0,50.0,70.0,0
19218,30.0,0.0,2,16.666666666666664,100.0,,100.0,,,,,,,0
19219,0.0,0.0,0,0.0,,,,,,,,,60.0,0
19220,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
19221,30.0,0.0,1,8.333333333333332,75.0,,0.0,,,,,,,0
19222,30.0,0.0,3,25.0,50.0,,0.0,,,,,,90.0,0
19223,0.0,0.0,0,0.0,,,,,,,,,,0
19224,100.0,25.0,3,25.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,100
19225,0.0,0.0,0,0.0,,,,,,,,,,0
19226,0.0,0.0,0,0.0,,,,,,,,,,0
19227,100.0,50.0,1,8.333333333333332,100.0,75.0,0.0,100.0,0.0,100.0,0.0,75.0,90.0,100
19228,100.0,25.0,1,8.333333333333332,40.0,25.0,0.0,100.0,0.0,100.0,0.0,25.0,100.0,0
19229,100.0,37.5,2,16.666666666666664,75.0,75.0,0.0,100.0,0.0,0.0,0.0,25.0,60.0,0
19230,100.0,25.0,1,8.333333333333332,100.0,75.0,0.0,100.0,100.0,100.0,100.0,75.0,80.0,0
19231,30.0,0.0,2,16.666666666666664,25.0,,0.0,,,,,,80.0,0
19232,30.0,0.0,1,8.333333333333332,50.0,,50.0,,,,,,70.0,0
19233,30.0,0.0,3,25.0,75.0,,0.0,,,,,,90.0,0
19234,0.0,0.0,1,8.333333333333332,,,,,,,,,70.0,0
19235,0.0,0.0,1,8.333333333333332,,,,,,,,,,0
19236,30.0,0.0,0,0.0,50.0,,0.0,,,,,,,0
19237,100.0,50.0,1,8.333333333333332,100.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,,100
19238,100.0,50.0,4,33.33333333333333,100.0,50.0,0.0,100.0,100.0,0.0,0.0,25.0,100.0,0
19239,100.0,12.5,3,25.0,75.0,25.0,0.0,100.0,0.0,0.0,0.0,50.0,,0
19240,100.0,50.0,3,25.0,100.0,75.0,50.0,100.0,100.0,100.0,0.0,25.0,30.0,0
19241,100.0,25.0,2,16.666666666666664,100.0,50.0,100.0,100.0,0.0,100.0,0.0,25.0,70.0,0
19242,100.0,25.0,4,33.33333333333333,75.0,50.0,0.0,100.0,100.0,0.0,0.0,0.0,70.0,0
19243,100.0,37.5,4,33.33333333333333,100.0,75.0,0.0,100.0,100.0,100.0,0.0,75.0,60.0,0
19244,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,90.0,0
19245,100.0,25.0,1,8.333333333333332,75.0,0.0,100.0,100.0,100.0,0.0,0.0,75.0,,100
19246,100.0,50.0,3,25.0,100.0,25.0,0.0,50.0,100.0,0.0,0.0,25.0,90.0,0
19247,100.0,25.0,3,25.0,75.0,50.0,0.0,100.0,100.0,0.0,0.0,75.0,30.0,100
19248,100.0,12.5,1,8.333333333333332,75.0,75.0,0.0,100.0,0.0,100.0,0.0,75.0,,0
19249,100.0,37.5,1,8.333333333333332,100.0,75.0,50.0,100.0,100.0,100.0,0.0,75.0,80.0,0
19250,0.0,0.0,0,0.0,,,,,,,,,70.0,0
19251,0.0,0.0,0,0.0,,,,,,,,,,0
19252,100.0,50.0,5,41.66666666666667,75.0,50.0,0.0,50.0,100.0,100.0,0.0,75.0,90.0,0
19253,100.0,37.5,1,8.333333333333332,75.0,25.0,0.0,100.0,100.0,0.0,100.0,0.0,90.0,100
19254,0.0,0.0,1,8.333333333333332,,,,,,,,,80.0,0
19255,100.0,12.5,0,0.0,50.0,50.0,100.0,50.0,100.0,0.0,0.0,25.0,70.0,0
19256,100.0,75.0,7,58.333333333333336,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,,100
19257,0.0,0.0,0,0.0,,,,,,,,,80.0,0
19258,30.0,0.0,1,8.333333333333332,50.0,,0.0,,,,,,,0
19259,100.0,12.5,1,8.333333333333332,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,80.0,0
19260,0.0,0.0,2,16.666666666666664,,,,,,,,,,0
19261,100.0,62.5,3,25.0,100.0,50.0,100.0,50.0,100.0,100.0,0.0,50.0,70.0,0
19262,100.0,37.5,2,16.666666666666664,40.0,50.0,100.0,100.0,100.0,0.0,0.0,25.0,,100
19263,100.0,75.0,6,50.0,100.0,75.0,100.0,100.0,100.0,0.0,0.0,75.0,100.0,100
19264,100.0,12.5,2,16.666666666666664,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0
19265,100.0,75.0,4,33.33333333333333,75.0,75.0,50.0,50.0,100.0,100.0,0.0,50.0,,100
