RespondentID,AI_Adoption,AI_WorkflowCoverage_Current,AI_ToolBreadth_Absolute,AI_ToolBreadth_Relative,AI_Attitude,AI_Trust,AI_Threat,AI_ComplexHandling,AI_AgentImpact_Productivity,AI_AgentImpact_Automation,AI_AgentImpact_Quality,AI_AgentImpact_Learning,AI_AgentImpact_ProblemSolving,AI_AgentImpact_Collaboration,JobSatisfaction,AI_UseForLearning,AI_LearnEngagement
4413,0.0,0.0,4,8.88888888888889,0.0,0.0,0.0,,,,,,,,80.0,0,0.0
4414,,0.0,0,0.0,25.0,25.0,0.0,0.0,,,,,,,30.0,0,0.0
4415,100.0,0.0,0,0.0,50.0,50.0,100.0,50.0,,,,,,,30.0,0,0.0
4416,75.0,0.0,7,15.555555555555555,75.0,25.0,50.0,50.0,,,,,,,50.0,0,0.0
4417,75.0,12.5,4,8.88888888888889,50.0,25.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0,3.3333333333333335
4418,100.0,37.5,3,6.666666666666667,75.0,75.0,100.0,50.0,100.0,100.0,100.0,100.0,75.0,100.0,70.0,0,10.0
4419,100.0,31.25,4,8.88888888888889,100.0,25.0,100.0,50.0,,,,,,,80.0,50,3.3333333333333335
4420,100.0,12.5,6,13.333333333333334,75.0,25.0,0.0,0.0,,,,,,,80.0,0,10.0
4421,100.0,12.5,4,8.88888888888889,75.0,50.0,50.0,75.0,,,,,,,,0,10.0
4422,100.0,6.25,7,15.555555555555555,50.0,0.0,0.0,0.0,,,,,,,70.0,0,10.0
4423,75.0,0.0,7,15.555555555555555,25.0,50.0,0.0,0.0,,,,,,,,0,6.666666666666667
4424,100.0,6.25,3,6.666666666666667,50.0,25.0,100.0,25.0,,,,,,,0.0,0,0.0
4425,75.0,6.25,0,0.0,25.0,0.0,50.0,0.0,50.0,0.0,0.0,75.0,50.0,25.0,,0,10.0
4426,,0.0,3,6.666666666666667,25.0,50.0,100.0,,,,,,,,50.0,0,16.666666666666664
4427,100.0,31.25,7,15.555555555555555,100.0,75.0,50.0,75.0,,,,,,,70.0,50,6.666666666666667
4428,75.0,0.0,3,6.666666666666667,25.0,25.0,0.0,25.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,0,0.0
4429,100.0,6.25,6,13.333333333333334,100.0,50.0,0.0,50.0,75.0,75.0,50.0,75.0,50.0,25.0,70.0,0,10.0
4430,100.0,31.25,10,22.22222222222222,100.0,75.0,0.0,75.0,,,,,,,80.0,50,16.666666666666664
4431,75.0,6.25,5,11.11111111111111,25.0,0.0,0.0,0.0,,,,,,,80.0,50,0.0
4432,40.0,0.0,5,11.11111111111111,50.0,25.0,50.0,,,,,,,,80.0,0,0.0
4433,0.0,0.0,2,4.444444444444445,50.0,0.0,0.0,,,,,,,,50.0,0,0.0
4434,100.0,12.5,4,8.88888888888889,75.0,75.0,0.0,25.0,,,,,,,80.0,0,3.3333333333333335
4435,75.0,0.0,5,11.11111111111111,100.0,25.0,0.0,25.0,,,,,,,,0,0.0
4436,75.0,6.25,2,4.444444444444445,0.0,25.0,100.0,0.0,,,,,,,50.0,0,0.0
4437,100.0,25.0,16,35.55555555555556,75.0,25.0,100.0,25.0,50.0,75.0,0.0,75.0,50.0,0.0,60.0,50,10.0
4438,40.0,0.0,4,8.88888888888889,75.0,25.0,0.0,,,,,,,,80.0,0,0.0
4439,0.0,0.0,2,4.444444444444445,50.0,0.0,0.0,,,,,,,,80.0,0,0.0
4440,100.0,87.5,16,35.55555555555556,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100,13.333333333333334
4441,,0.0,3,6.666666666666667,50.0,25.0,50.0,0.0,25.0,50.0,50.0,50.0,0.0,50.0,40.0,0,0.0
4442,0.0,0.0,2,4.444444444444445,50.0,25.0,0.0,,,,,,,,90.0,0,0.0
4443,40.0,0.0,2,4.444444444444445,50.0,75.0,0.0,,,,,,,,80.0,0,0.0
4444,100.0,0.0,4,8.88888888888889,75.0,75.0,0.0,75.0,,,,,,,40.0,0,0.0
4445,100.0,43.75,13,28.888888888888886,100.0,75.0,50.0,100.0,100.0,100.0,50.0,50.0,75.0,50.0,80.0,50,20.0
4446,0.0,0.0,3,6.666666666666667,75.0,50.0,0.0,0.0,,,,,,,90.0,0,0.0
4447,100.0,18.75,2,4.444444444444445,100.0,75.0,0.0,75.0,,,,,,,,0,0.0
4448,75.0,37.5,8,17.77777777777778,100.0,75.0,0.0,75.0,87.5,100.0,50.0,75.0,50.0,0.0,50.0,100,13.333333333333334
4449,75.0,12.5,0,0.0,75.0,75.0,50.0,75.0,50.0,25.0,0.0,50.0,25.0,50.0,90.0,0,6.666666666666667
4450,0.0,0.0,1,2.2222222222222223,0.0,0.0,0.0,,,,,,,,,0,0.0
4451,0.0,0.0,0,0.0,0.0,0.0,100.0,,,,,,,,,0,0.0
4452,75.0,0.0,12,26.666666666666668,50.0,25.0,0.0,25.0,,,,,,,60.0,0,0.0
4453,100.0,0.0,3,6.666666666666667,75.0,75.0,0.0,25.0,87.5,50.0,25.0,100.0,100.0,25.0,60.0,0,0.0
4454,100.0,0.0,2,4.444444444444445,100.0,75.0,0.0,75.0,,,,,,,,0,20.0
4455,100.0,6.25,5,11.11111111111111,50.0,25.0,0.0,50.0,,,,,,,,0,6.666666666666667
4456,40.0,0.0,4,8.88888888888889,75.0,50.0,50.0,25.0,,,,,,,70.0,0,0.0
4457,100.0,0.0,3,6.666666666666667,75.0,25.0,0.0,25.0,,,,,,,80.0,0,16.666666666666664
4458,0.0,6.25,0,0.0,25.0,0.0,0.0,25.0,,,,,,,,0,0.0
4459,100.0,31.25,5,11.11111111111111,100.0,75.0,0.0,75.0,75.0,75.0,50.0,75.0,100.0,0.0,80.0,0,20.0
4460,0.0,0.0,6,13.333333333333334,0.0,0.0,,,,,,,,,,0,0.0
4461,100.0,43.75,12,26.666666666666668,50.0,25.0,50.0,25.0,,,,,,,80.0,100,16.666666666666664
4462,40.0,0.0,4,8.88888888888889,100.0,0.0,50.0,0.0,,,,,,,0.0,0,6.666666666666667
4463,0.0,6.25,5,11.11111111111111,50.0,0.0,0.0,,,,,,,,70.0,0,0.0
4464,75.0,6.25,5,11.11111111111111,75.0,75.0,100.0,50.0,,,,,,,40.0,0,3.3333333333333335
4465,75.0,6.25,3,6.666666666666667,50.0,25.0,100.0,0.0,,,,,,,80.0,0,10.0
4466,40.0,0.0,4,8.88888888888889,75.0,75.0,0.0,50.0,,,,,,,70.0,0,13.333333333333334
4467,100.0,0.0,21,46.666666666666664,100.0,75.0,0.0,75.0,50.0,100.0,75.0,75.0,75.0,75.0,80.0,0,16.666666666666664
4468,40.0,0.0,1,2.2222222222222223,25.0,0.0,0.0,,,,,,,,60.0,0,0.0
4469,40.0,0.0,7,15.555555555555555,50.0,50.0,0.0,0.0,12.5,75.0,0.0,50.0,25.0,0.0,80.0,0,0.0
4470,100.0,0.0,0,0.0,100.0,50.0,0.0,75.0,,,,,,,80.0,0,0.0
4471,75.0,6.25,4,8.88888888888889,75.0,50.0,50.0,0.0,,,,,,,80.0,50,3.3333333333333335
4472,100.0,12.5,6,13.333333333333334,75.0,50.0,0.0,25.0,,,,,,,70.0,50,10.0
4473,75.0,18.75,9,20.0,25.0,25.0,0.0,0.0,,,,,,,70.0,50,3.3333333333333335
4474,100.0,0.0,2,4.444444444444445,75.0,75.0,0.0,75.0,,,,,,,100.0,0,0.0
4475,40.0,18.75,8,17.77777777777778,25.0,0.0,0.0,75.0,,,,,,,60.0,0,6.666666666666667
4476,,0.0,1,2.2222222222222223,50.0,25.0,0.0,,,,,,,,,0,0.0
4477,0.0,0.0,3,6.666666666666667,25.0,25.0,0.0,,,,,,,,70.0,0,0.0
4478,75.0,6.25,8,17.77777777777778,75.0,75.0,50.0,75.0,,,,,,,50.0,0,6.666666666666667
4479,75.0,0.0,2,4.444444444444445,100.0,75.0,100.0,50.0,75.0,75.0,50.0,50.0,50.0,50.0,70.0,0,6.666666666666667
4480,100.0,0.0,2,4.444444444444445,75.0,50.0,0.0,25.0,,,,,,,70.0,0,6.666666666666667
4481,75.0,6.25,2,4.444444444444445,75.0,25.0,0.0,0.0,,,,,,,,0,0.0
4482,100.0,18.75,4,8.88888888888889,100.0,75.0,0.0,75.0,,,,,,,90.0,0,6.666666666666667
4483,75.0,6.25,4,8.88888888888889,75.0,25.0,0.0,75.0,,,,,,,70.0,0,0.0
4484,0.0,0.0,2,4.444444444444445,0.0,0.0,0.0,,,,,,,,30.0,0,0.0
4485,100.0,25.0,2,4.444444444444445,100.0,100.0,0.0,100.0,,,,,,,,100,6.666666666666667
4486,100.0,12.5,2,4.444444444444445,75.0,50.0,0.0,75.0,,,,,,,90.0,0,6.666666666666667
4487,40.0,0.0,0,0.0,25.0,25.0,0.0,0.0,,,,,,,70.0,0,6.666666666666667
4488,40.0,0.0,9,20.0,100.0,50.0,50.0,,,,,,,,100.0,0,10.0
4489,75.0,6.25,6,13.333333333333334,75.0,0.0,0.0,25.0,,,,,,,70.0,0,0.0
4490,75.0,6.25,5,11.11111111111111,50.0,0.0,0.0,0.0,,,,,,,60.0,0,6.666666666666667
4491,75.0,6.25,4,8.88888888888889,75.0,25.0,50.0,25.0,62.5,100.0,25.0,25.0,75.0,50.0,90.0,0,13.333333333333334
4492,0.0,0.0,5,11.11111111111111,25.0,0.0,50.0,0.0,,,,,,,80.0,0,3.3333333333333335
4493,0.0,0.0,3,6.666666666666667,0.0,0.0,0.0,,,,,,,,0.0,0,0.0
4494,100.0,18.75,9,20.0,75.0,75.0,50.0,75.0,,,,,,,70.0,0,10.0
4495,40.0,0.0,0,0.0,75.0,25.0,0.0,25.0,,,,,,,80.0,0,10.0
4496,100.0,0.0,9,20.0,100.0,75.0,0.0,25.0,,,,,,,80.0,0,6.666666666666667
4497,75.0,0.0,12,26.666666666666668,0.0,0.0,0.0,0.0,,,,,,,,0,0.0
4498,,18.75,4,8.88888888888889,75.0,75.0,0.0,100.0,,,,,,,100.0,0,13.333333333333334
4499,75.0,12.5,3,6.666666666666667,75.0,25.0,50.0,25.0,75.0,50.0,25.0,75.0,50.0,25.0,80.0,0,13.333333333333334
4500,100.0,12.5,9,20.0,100.0,75.0,100.0,75.0,,,,,,,,50,20.0
4501,100.0,50.0,7,15.555555555555555,100.0,50.0,100.0,50.0,,,,,,,,100,3.3333333333333335
4502,0.0,0.0,1,2.2222222222222223,0.0,0.0,0.0,0.0,,,,,,,100.0,0,0.0
4503,100.0,0.0,0,0.0,75.0,50.0,0.0,0.0,,,,,,,20.0,0,0.0
4504,100.0,0.0,4,8.88888888888889,75.0,50.0,0.0,50.0,50.0,75.0,50.0,75.0,75.0,0.0,60.0,0,6.666666666666667
4505,100.0,31.25,11,24.444444444444443,100.0,75.0,50.0,75.0,,,,,,,90.0,100,0.0
4506,75.0,25.0,3,6.666666666666667,75.0,25.0,50.0,25.0,,,,,,,80.0,0,0.0
4507,75.0,12.5,3,6.666666666666667,100.0,25.0,50.0,25.0,,,,,,,80.0,0,6.666666666666667
4508,100.0,6.25,1,2.2222222222222223,25.0,0.0,0.0,0.0,,,,,,,100.0,0,10.0
4509,100.0,6.25,8,17.77777777777778,75.0,50.0,0.0,50.0,,,,,,,90.0,0,3.3333333333333335
4510,100.0,31.25,6,13.333333333333334,100.0,25.0,0.0,75.0,,,,,,,100.0,0,13.333333333333334
4511,40.0,6.25,2,4.444444444444445,50.0,0.0,0.0,0.0,,,,,,,100.0,0,6.666666666666667
4512,100.0,6.25,1,2.2222222222222223,100.0,75.0,50.0,25.0,,,,,,,80.0,0,10.0
4513,100.0,6.25,3,6.666666666666667,100.0,50.0,50.0,0.0,,,,,,,50.0,0,0.0
4514,100.0,0.0,0,0.0,50.0,50.0,50.0,75.0,,,,,,,70.0,0,0.0
4515,100.0,6.25,1,2.2222222222222223,50.0,0.0,0.0,25.0,,,,,,,90.0,0,6.666666666666667
4516,0.0,0.0,0,0.0,25.0,25.0,0.0,,,,,,,,90.0,0,0.0
4517,100.0,12.5,6,13.333333333333334,75.0,75.0,50.0,25.0,,,,,,,90.0,0,0.0
4518,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,90.0,0,0.0
4519,100.0,0.0,6,13.333333333333334,75.0,75.0,50.0,25.0,,,,,,,70.0,0,3.3333333333333335
4520,0.0,0.0,2,4.444444444444445,75.0,25.0,,75.0,,,,,,,,0,6.666666666666667
4521,100.0,25.0,6,13.333333333333334,100.0,75.0,100.0,75.0,,,,,,,70.0,50,13.333333333333334
4522,100.0,18.75,4,8.88888888888889,100.0,25.0,0.0,25.0,75.0,25.0,0.0,25.0,0.0,100.0,60.0,0,6.666666666666667
4523,100.0,12.5,6,13.333333333333334,50.0,75.0,50.0,75.0,62.5,75.0,75.0,75.0,50.0,50.0,,0,20.0
4524,75.0,0.0,4,8.88888888888889,75.0,75.0,0.0,25.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,0,3.3333333333333335
4525,100.0,12.5,3,6.666666666666667,75.0,0.0,0.0,50.0,,,,,,,,0,0.0
4526,100.0,0.0,4,8.88888888888889,75.0,50.0,100.0,25.0,,,,,,,50.0,0,10.0
4527,100.0,18.75,10,22.22222222222222,75.0,75.0,50.0,75.0,,,,,,,70.0,0,3.3333333333333335
4528,75.0,0.0,1,2.2222222222222223,50.0,50.0,0.0,25.0,,,,,,,,0,0.0
4529,,0.0,2,4.444444444444445,,,50.0,,,,,,,,100.0,0,0.0
4530,40.0,0.0,6,13.333333333333334,25.0,0.0,0.0,0.0,37.5,0.0,0.0,25.0,0.0,0.0,90.0,0,6.666666666666667
4531,100.0,12.5,7,15.555555555555555,50.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,80.0,50,10.0
4532,0.0,0.0,0,0.0,0.0,25.0,0.0,,,,,,,,90.0,0,0.0
4533,100.0,6.25,4,8.88888888888889,75.0,0.0,0.0,25.0,,,,,,,70.0,0,6.666666666666667
4534,100.0,31.25,6,13.333333333333334,75.0,0.0,100.0,0.0,87.5,25.0,25.0,100.0,75.0,0.0,30.0,50,6.666666666666667
4535,75.0,12.5,0,0.0,75.0,75.0,0.0,25.0,87.5,0.0,0.0,0.0,75.0,0.0,80.0,0,0.0
4536,40.0,0.0,5,11.11111111111111,75.0,0.0,0.0,25.0,75.0,75.0,25.0,75.0,50.0,75.0,90.0,0,16.666666666666664
4537,75.0,12.5,7,15.555555555555555,75.0,0.0,0.0,50.0,,,,,,,80.0,0,6.666666666666667
4538,100.0,6.25,2,4.444444444444445,50.0,25.0,0.0,0.0,,,,,,,90.0,0,6.666666666666667
4539,100.0,31.25,15,33.33333333333333,100.0,100.0,50.0,75.0,100.0,100.0,100.0,100.0,75.0,75.0,,50,6.666666666666667
4540,100.0,12.5,12,26.666666666666668,100.0,50.0,0.0,75.0,87.5,75.0,100.0,100.0,100.0,75.0,,0,20.0
4541,,0.0,0,0.0,50.0,50.0,0.0,,,,,,,,80.0,0,0.0
4542,75.0,6.25,8,17.77777777777778,75.0,75.0,0.0,25.0,,,,,,,,0,10.0
4543,,0.0,2,4.444444444444445,,,100.0,,,,,,,,80.0,0,3.3333333333333335
4544,100.0,0.0,6,13.333333333333334,75.0,75.0,100.0,75.0,,,,,,,90.0,0,10.0
4545,100.0,18.75,3,6.666666666666667,100.0,75.0,50.0,75.0,,,,,,,,0,3.3333333333333335
4546,40.0,0.0,1,2.2222222222222223,50.0,25.0,0.0,0.0,,,,,,,80.0,0,3.3333333333333335
4547,100.0,18.75,13,28.888888888888886,75.0,25.0,0.0,75.0,,,,,,,60.0,0,6.666666666666667
4548,100.0,6.25,15,33.33333333333333,50.0,25.0,0.0,75.0,,,,,,,,50,10.0
4549,100.0,37.5,14,31.11111111111111,100.0,75.0,100.0,75.0,,,,,,,60.0,50,3.3333333333333335
4550,100.0,37.5,1,2.2222222222222223,75.0,75.0,50.0,25.0,62.5,75.0,75.0,75.0,75.0,100.0,80.0,50,3.3333333333333335
4551,100.0,6.25,6,13.333333333333334,75.0,75.0,0.0,50.0,100.0,75.0,50.0,25.0,75.0,50.0,,0,10.0
4552,75.0,12.5,3,6.666666666666667,75.0,25.0,0.0,25.0,87.5,75.0,50.0,100.0,75.0,75.0,,100,10.0
4553,75.0,18.75,2,4.444444444444445,25.0,0.0,0.0,0.0,,,,,,,70.0,0,10.0
4554,,0.0,2,4.444444444444445,50.0,50.0,50.0,,,,,,,,80.0,0,16.666666666666664
4555,100.0,6.25,7,15.555555555555555,100.0,75.0,0.0,25.0,,,,,,,70.0,0,3.3333333333333335
4556,100.0,25.0,2,4.444444444444445,100.0,100.0,100.0,100.0,,,,,,,0.0,0,3.3333333333333335
4557,100.0,25.0,8,17.77777777777778,75.0,75.0,50.0,25.0,75.0,75.0,50.0,50.0,50.0,50.0,80.0,50,0.0
4558,0.0,0.0,0,0.0,40.0,,0.0,,,,,,,,90.0,0,0.0
4559,0.0,0.0,0,0.0,50.0,25.0,50.0,,,,,,,,,0,0.0
4560,75.0,6.25,5,11.11111111111111,75.0,75.0,0.0,25.0,62.5,50.0,50.0,75.0,25.0,50.0,50.0,0,3.3333333333333335
4561,75.0,18.75,7,15.555555555555555,75.0,50.0,0.0,75.0,,,,,,,80.0,0,10.0
4562,75.0,0.0,0,0.0,75.0,50.0,0.0,75.0,,,,,,,70.0,0,0.0
4563,0.0,0.0,2,4.444444444444445,25.0,0.0,0.0,,,,,,,,,0,0.0
4564,75.0,0.0,3,6.666666666666667,75.0,100.0,0.0,75.0,,,,,,,80.0,0,10.0
4565,0.0,0.0,0,0.0,25.0,50.0,0.0,25.0,,,,,,,,0,0.0
4566,40.0,0.0,8,17.77777777777778,50.0,25.0,50.0,0.0,,,,,,,80.0,0,3.3333333333333335
4567,75.0,25.0,3,6.666666666666667,100.0,50.0,0.0,25.0,62.5,75.0,75.0,50.0,50.0,50.0,70.0,50,13.333333333333334
4568,75.0,12.5,9,20.0,50.0,25.0,0.0,0.0,,,,,,,80.0,0,0.0
4569,100.0,6.25,5,11.11111111111111,100.0,25.0,0.0,0.0,,,,,,,70.0,50,0.0
4570,0.0,0.0,4,8.88888888888889,50.0,0.0,0.0,,,,,,,,100.0,0,0.0
4571,40.0,6.25,9,20.0,75.0,25.0,0.0,0.0,,,,,,,,0,16.666666666666664
4572,100.0,6.25,4,8.88888888888889,75.0,75.0,0.0,75.0,,,,,,,80.0,0,13.333333333333334
4573,75.0,18.75,10,22.22222222222222,75.0,25.0,0.0,50.0,,,,,,,,50,20.0
4574,100.0,0.0,3,6.666666666666667,75.0,25.0,0.0,75.0,75.0,50.0,75.0,50.0,25.0,75.0,80.0,0,0.0
4575,100.0,43.75,4,8.88888888888889,75.0,75.0,100.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,50.0,50,13.333333333333334
4576,0.0,0.0,1,2.2222222222222223,0.0,0.0,100.0,,,,,,,,30.0,0,0.0
4577,,0.0,9,20.0,25.0,25.0,50.0,,,,,,,,70.0,0,6.666666666666667
4578,100.0,12.5,4,8.88888888888889,100.0,25.0,100.0,50.0,,,,,,,70.0,0,13.333333333333334
4579,100.0,6.25,0,0.0,75.0,75.0,0.0,25.0,,,,,,,70.0,0,3.3333333333333335
4580,40.0,0.0,0,0.0,75.0,50.0,50.0,50.0,,,,,,,80.0,0,13.333333333333334
4581,40.0,6.25,4,8.88888888888889,50.0,0.0,0.0,0.0,,,,,,,,0,6.666666666666667
4582,,0.0,3,6.666666666666667,50.0,50.0,100.0,25.0,,,,,,,90.0,0,13.333333333333334
4583,100.0,43.75,6,13.333333333333334,100.0,75.0,0.0,75.0,62.5,75.0,75.0,50.0,50.0,25.0,100.0,0,6.666666666666667
4584,100.0,50.0,8,17.77777777777778,75.0,75.0,0.0,75.0,,,,,,,,0,10.0
4585,75.0,0.0,0,0.0,0.0,50.0,0.0,0.0,,,,,,,10.0,0,16.666666666666664
4586,100.0,12.5,8,17.77777777777778,100.0,75.0,0.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,0,6.666666666666667
4587,40.0,0.0,2,4.444444444444445,25.0,25.0,0.0,50.0,,,,,,,,0,0.0
4588,75.0,0.0,4,8.88888888888889,100.0,75.0,0.0,,,,,,,,70.0,0,0.0
4589,100.0,25.0,15,33.33333333333333,50.0,0.0,0.0,0.0,50.0,50.0,0.0,75.0,0.0,0.0,,50,6.666666666666667
4590,0.0,0.0,0,0.0,40.0,25.0,0.0,,,,,,,,60.0,0,0.0
4591,40.0,6.25,5,11.11111111111111,25.0,25.0,0.0,,,,,,,,90.0,0,0.0
4592,100.0,43.75,6,13.333333333333334,75.0,75.0,50.0,75.0,,,,,,,60.0,100,10.0
4593,100.0,18.75,7,15.555555555555555,100.0,75.0,0.0,25.0,,,,,,,,50,3.3333333333333335
4594,40.0,0.0,2,4.444444444444445,25.0,0.0,0.0,0.0,,,,,,,50.0,0,6.666666666666667
4595,,0.0,0,0.0,25.0,25.0,,,,,,,,,,0,0.0
4596,100.0,25.0,8,17.77777777777778,100.0,75.0,0.0,50.0,75.0,75.0,50.0,75.0,75.0,50.0,100.0,50,10.0
4597,100.0,31.25,5,11.11111111111111,75.0,100.0,0.0,100.0,,,,,,,40.0,50,3.3333333333333335
4598,40.0,0.0,1,2.2222222222222223,0.0,0.0,0.0,0.0,,,,,,,80.0,0,0.0
4599,100.0,18.75,5,11.11111111111111,100.0,50.0,100.0,50.0,,,,,,,90.0,0,10.0
4600,75.0,25.0,9,20.0,75.0,75.0,0.0,50.0,,,,,,,50.0,0,6.666666666666667
4601,40.0,6.25,2,4.444444444444445,75.0,0.0,0.0,25.0,,,,,,,70.0,50,16.666666666666664
4602,75.0,0.0,3,6.666666666666667,25.0,25.0,0.0,,,,,,,,70.0,0,0.0
4603,100.0,68.75,13,28.888888888888886,100.0,75.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,10.0
4604,100.0,12.5,7,15.555555555555555,75.0,75.0,100.0,25.0,62.5,75.0,25.0,75.0,50.0,25.0,70.0,50,0.0
4605,40.0,0.0,0,0.0,50.0,25.0,0.0,0.0,,,,,,,80.0,0,0.0
4606,100.0,43.75,3,6.666666666666667,100.0,75.0,100.0,0.0,75.0,75.0,75.0,75.0,25.0,50.0,50.0,50,0.0
4607,100.0,0.0,7,15.555555555555555,75.0,50.0,50.0,25.0,,,,,,,80.0,0,6.666666666666667
4608,0.0,0.0,2,4.444444444444445,0.0,0.0,100.0,0.0,,,,,,,,0,0.0
4609,,0.0,2,4.444444444444445,100.0,50.0,50.0,,,,,,,,70.0,0,10.0
4610,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,60.0,0,0.0
4611,100.0,0.0,11,24.444444444444443,75.0,75.0,100.0,75.0,87.5,100.0,50.0,50.0,100.0,0.0,,0,10.0
4612,0.0,0.0,0,0.0,0.0,25.0,0.0,,,,,,,,70.0,0,0.0
4613,75.0,25.0,11,24.444444444444443,50.0,25.0,0.0,25.0,62.5,75.0,25.0,50.0,75.0,50.0,,0,10.0
4614,100.0,12.5,7,15.555555555555555,75.0,50.0,0.0,50.0,,,,,,,80.0,0,3.3333333333333335
4615,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,80.0,0,0.0
4616,100.0,0.0,5,11.11111111111111,75.0,25.0,50.0,25.0,75.0,100.0,50.0,75.0,75.0,75.0,70.0,0,10.0
4617,100.0,6.25,0,0.0,100.0,25.0,0.0,0.0,,,,,,,,0,3.3333333333333335
4618,40.0,37.5,3,6.666666666666667,50.0,50.0,0.0,25.0,75.0,75.0,75.0,100.0,75.0,50.0,80.0,50,10.0
4619,100.0,6.25,7,15.555555555555555,75.0,75.0,0.0,0.0,75.0,100.0,50.0,50.0,75.0,50.0,80.0,0,6.666666666666667
4620,100.0,18.75,10,22.22222222222222,100.0,75.0,0.0,75.0,87.5,100.0,50.0,25.0,75.0,25.0,90.0,0,13.333333333333334
4621,100.0,25.0,13,28.888888888888886,75.0,0.0,0.0,0.0,62.5,100.0,50.0,75.0,0.0,25.0,60.0,50,6.666666666666667
4622,100.0,0.0,4,8.88888888888889,75.0,75.0,50.0,75.0,,,,,,,70.0,0,3.3333333333333335
4623,0.0,0.0,2,4.444444444444445,50.0,25.0,0.0,,,,,,,,70.0,0,0.0
4624,75.0,6.25,5,11.11111111111111,75.0,50.0,0.0,50.0,,,,,,,80.0,0,16.666666666666664
4625,100.0,37.5,2,4.444444444444445,100.0,50.0,100.0,75.0,87.5,75.0,75.0,75.0,75.0,75.0,50.0,50,0.0
4626,0.0,0.0,4,8.88888888888889,0.0,0.0,0.0,,,,,,,,90.0,0,0.0
4627,100.0,12.5,6,13.333333333333334,75.0,25.0,0.0,25.0,,,,,,,,0,3.3333333333333335
4628,40.0,0.0,2,4.444444444444445,50.0,25.0,0.0,,,,,,,,90.0,0,3.3333333333333335
4629,100.0,18.75,4,8.88888888888889,100.0,50.0,100.0,50.0,75.0,75.0,75.0,75.0,75.0,50.0,70.0,50,0.0
4630,100.0,37.5,8,17.77777777777778,75.0,25.0,0.0,25.0,,,,,,,80.0,50,10.0
4631,0.0,0.0,6,13.333333333333334,0.0,0.0,0.0,,,,,,,,,0,0.0
4632,100.0,25.0,7,15.555555555555555,50.0,25.0,100.0,0.0,,,,,,,60.0,0,3.3333333333333335
4633,100.0,12.5,0,0.0,75.0,0.0,0.0,50.0,,,,,,,90.0,50,16.666666666666664
4634,40.0,18.75,6,13.333333333333334,75.0,0.0,0.0,25.0,,,,,,,100.0,50,0.0
4635,100.0,43.75,10,22.22222222222222,100.0,75.0,0.0,100.0,,,,,,,,50,6.666666666666667
4636,100.0,18.75,6,13.333333333333334,75.0,75.0,50.0,75.0,,,,,,,80.0,0,6.666666666666667
4637,75.0,0.0,0,0.0,75.0,75.0,50.0,50.0,,,,,,,,0,16.666666666666664
4638,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,0,0.0
4639,75.0,0.0,1,2.2222222222222223,75.0,50.0,0.0,0.0,,,,,,,90.0,0,0.0
4640,100.0,25.0,4,8.88888888888889,100.0,25.0,0.0,25.0,,,,,,,90.0,0,6.666666666666667
4641,75.0,6.25,1,2.2222222222222223,75.0,50.0,50.0,25.0,75.0,100.0,75.0,50.0,75.0,25.0,70.0,0,0.0
4642,75.0,0.0,0,0.0,25.0,25.0,0.0,25.0,,,,,,,,0,0.0
4643,100.0,0.0,2,4.444444444444445,75.0,25.0,0.0,25.0,,,,,,,,0,0.0
4644,75.0,0.0,1,2.2222222222222223,75.0,75.0,0.0,75.0,,,,,,,60.0,0,0.0
4645,75.0,18.75,17,37.77777777777778,75.0,25.0,0.0,0.0,87.5,100.0,25.0,75.0,0.0,50.0,,50,23.333333333333332
4646,100.0,6.25,3,6.666666666666667,100.0,75.0,0.0,75.0,,,,,,,80.0,0,0.0
4647,100.0,31.25,8,17.77777777777778,75.0,75.0,100.0,75.0,75.0,75.0,75.0,50.0,75.0,50.0,60.0,50,6.666666666666667
4648,100.0,12.5,0,0.0,100.0,25.0,0.0,50.0,,,,,,,,0,6.666666666666667
4649,100.0,0.0,1,2.2222222222222223,75.0,25.0,100.0,0.0,,,,,,,40.0,0,0.0
4650,75.0,0.0,6,13.333333333333334,75.0,50.0,0.0,0.0,75.0,100.0,25.0,75.0,0.0,0.0,80.0,0,6.666666666666667
4651,0.0,0.0,2,4.444444444444445,0.0,0.0,0.0,,,,,,,,50.0,0,0.0
4652,100.0,0.0,3,6.666666666666667,100.0,75.0,50.0,50.0,,,,,,,,0,6.666666666666667
4653,40.0,12.5,6,13.333333333333334,25.0,50.0,0.0,0.0,,,,,,,,0,0.0
4654,100.0,12.5,3,6.666666666666667,75.0,75.0,100.0,50.0,,,,,,,,0,3.3333333333333335
