RespondentID,AI_Adoption,AI_WorkflowCoverage_Current,AI_ToolBreadth_Absolute,AI_ToolBreadth_Relative,AI_Attitude,AI_Trust,AI_ExpectedBenefits_Efficiency,AI_ExpectedBenefits_Learning,AI_ExpectedBenefits_Quality,AI_ExpectedBenefits_Collab,AI_UseForLearning
12058,100.0,0.0,2,10.0,75.0,75.0,100.0,100.0,0.0,100.0,0
12059,0.0,0.0,0,0.0,,,,,,,0
12060,30.0,0.0,2,10.0,100.0,75.0,,,,,0
12061,30.0,0.0,3,15.0,100.0,50.0,,,,,0
12062,0.0,0.0,0,0.0,,,,,,,0
12063,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12064,100.0,37.5,1,5.0,25.0,25.0,100.0,0.0,0.0,0.0,0
12065,0.0,0.0,0,0.0,,,,,,,0
12066,0.0,0.0,0,0.0,,,,,,,0
12067,100.0,62.5,3,15.0,100.0,75.0,50.0,100.0,0.0,0.0,100
12068,0.0,0.0,2,10.0,,,,,,,0
12069,0.0,0.0,0,0.0,,,,,,,0
12070,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12071,0.0,0.0,1,5.0,,,,,,,0
12072,100.0,25.0,6,30.0,75.0,75.0,50.0,100.0,0.0,0.0,0
12073,100.0,37.5,3,15.0,100.0,25.0,50.0,0.0,0.0,0.0,0
12074,0.0,0.0,0,0.0,,,,,,,0
12075,0.0,0.0,0,0.0,,,,,,,0
12076,0.0,0.0,1,5.0,,,,,,,0
12077,100.0,62.5,3,15.0,40.0,25.0,50.0,0.0,0.0,0.0,0
12078,0.0,0.0,2,10.0,,,,,,,0
12079,100.0,37.5,1,5.0,75.0,75.0,50.0,100.0,0.0,0.0,100
12080,0.0,0.0,1,5.0,,,,,,,0
12081,0.0,0.0,0,0.0,,,,,,,0
12082,0.0,0.0,0,0.0,,,,,,,0
12083,30.0,0.0,0,0.0,25.0,25.0,,,,,0
12084,100.0,12.5,2,10.0,75.0,50.0,50.0,100.0,0.0,0.0,0
12085,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12086,100.0,37.5,3,15.0,100.0,50.0,50.0,0.0,0.0,0.0,100
12087,30.0,0.0,1,5.0,50.0,0.0,,,,,0
12088,0.0,0.0,2,10.0,,,,,,,0
12089,30.0,0.0,1,5.0,,,,,,,0
12090,30.0,0.0,3,15.0,75.0,25.0,,,,,0
12091,100.0,37.5,5,25.0,75.0,0.0,100.0,100.0,100.0,100.0,100
12092,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12093,30.0,0.0,1,5.0,75.0,25.0,,,,,0
12094,100.0,25.0,2,10.0,75.0,75.0,100.0,100.0,0.0,0.0,0
12095,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12096,100.0,37.5,3,15.0,100.0,50.0,100.0,100.0,100.0,0.0,0
12097,100.0,25.0,2,10.0,75.0,25.0,50.0,0.0,0.0,0.0,0
12098,30.0,0.0,0,0.0,50.0,50.0,,,,,0
12099,30.0,0.0,0,0.0,40.0,75.0,,,,,0
12100,100.0,0.0,3,15.0,100.0,50.0,100.0,0.0,0.0,0.0,0
12101,30.0,0.0,1,5.0,100.0,75.0,,,,,0
12102,100.0,25.0,2,10.0,75.0,50.0,50.0,100.0,100.0,0.0,0
12103,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12104,30.0,0.0,1,5.0,50.0,50.0,,,,,0
12105,0.0,0.0,0,0.0,,,,,,,0
12106,100.0,37.5,1,5.0,50.0,50.0,0.0,100.0,0.0,0.0,100
12107,30.0,0.0,1,5.0,25.0,50.0,,,,,0
12108,100.0,0.0,1,5.0,50.0,75.0,50.0,0.0,100.0,0.0,0
12109,0.0,0.0,0,0.0,,,,,,,0
12110,30.0,0.0,0,0.0,75.0,25.0,,,,,0
12111,30.0,0.0,1,5.0,25.0,25.0,,,,,0
12112,30.0,0.0,1,5.0,50.0,50.0,,,,,0
12113,30.0,0.0,1,5.0,75.0,25.0,,,,,0
12114,0.0,0.0,0,0.0,,,,,,,0
12115,0.0,0.0,1,5.0,,,,,,,0
12116,30.0,0.0,1,5.0,100.0,50.0,,,,,0
12117,100.0,37.5,6,30.0,50.0,100.0,100.0,0.0,0.0,100.0,0
12118,100.0,12.5,2,10.0,100.0,50.0,100.0,0.0,0.0,0.0,0
12119,100.0,25.0,1,5.0,75.0,25.0,50.0,0.0,0.0,0.0,0
12120,100.0,37.5,1,5.0,100.0,75.0,100.0,0.0,0.0,0.0,0
12121,100.0,12.5,1,5.0,100.0,50.0,100.0,100.0,0.0,0.0,0
12122,0.0,0.0,1,5.0,,,,,,,0
12123,100.0,12.5,3,15.0,75.0,25.0,100.0,0.0,0.0,0.0,0
12124,100.0,37.5,2,10.0,100.0,25.0,50.0,100.0,100.0,0.0,0
12125,30.0,0.0,0,0.0,25.0,25.0,,,,,0
12126,100.0,25.0,2,10.0,100.0,100.0,100.0,100.0,0.0,0.0,0
12127,100.0,25.0,3,15.0,75.0,75.0,100.0,100.0,0.0,0.0,0
12128,30.0,0.0,1,5.0,40.0,0.0,,,,,0
12129,30.0,0.0,2,10.0,75.0,25.0,,,,,0
12130,0.0,0.0,0,0.0,,,,,,,0
12131,,0.0,0,0.0,,,,,,,0
12132,0.0,0.0,0,0.0,,,,,,,0
12133,100.0,37.5,1,5.0,75.0,50.0,50.0,0.0,0.0,0.0,100
12134,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12135,0.0,0.0,0,0.0,,,,,,,0
12136,30.0,0.0,0,0.0,100.0,100.0,,,,,0
12137,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12138,0.0,0.0,0,0.0,,,,,,,0
12139,0.0,0.0,0,0.0,,,,,,,0
12140,30.0,0.0,0,0.0,75.0,75.0,,,,,0
12141,100.0,25.0,2,10.0,75.0,25.0,50.0,0.0,0.0,0.0,0
12142,30.0,0.0,0,0.0,75.0,75.0,,,,,0
12143,100.0,50.0,4,20.0,100.0,50.0,100.0,0.0,0.0,0.0,0
12144,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12145,30.0,0.0,1,5.0,100.0,50.0,,,,,0
12146,100.0,25.0,2,10.0,100.0,50.0,100.0,100.0,0.0,0.0,0
12147,0.0,0.0,0,0.0,,,,,,,0
12148,0.0,0.0,0,0.0,,,,,,,0
12149,0.0,0.0,0,0.0,,,,,,,0
12150,30.0,0.0,0,0.0,75.0,25.0,,,,,0
12151,0.0,0.0,0,0.0,,,,,,,0
12152,100.0,0.0,1,5.0,50.0,50.0,50.0,100.0,0.0,0.0,0
12153,0.0,0.0,0,0.0,,,,,,,0
12154,30.0,0.0,0,0.0,40.0,25.0,,,,,0
12155,100.0,50.0,2,10.0,100.0,0.0,100.0,100.0,0.0,0.0,0
12156,0.0,0.0,0,0.0,,,,,,,0
12157,0.0,0.0,1,5.0,,,,,,,0
12158,0.0,0.0,0,0.0,,,,,,,0
12159,0.0,0.0,0,0.0,,,,,,,0
12160,0.0,0.0,1,5.0,,,,,,,0
12161,100.0,25.0,1,5.0,100.0,50.0,50.0,100.0,0.0,0.0,0
12162,100.0,62.5,3,15.0,75.0,50.0,100.0,100.0,100.0,0.0,100
12163,30.0,0.0,0,0.0,50.0,25.0,,,,,0
12164,100.0,37.5,0,0.0,75.0,100.0,100.0,100.0,100.0,0.0,0
12165,30.0,0.0,0,0.0,75.0,75.0,,,,,0
12166,100.0,62.5,3,15.0,75.0,50.0,50.0,0.0,100.0,0.0,100
12167,100.0,25.0,2,10.0,100.0,0.0,100.0,100.0,100.0,0.0,0
12168,100.0,12.5,1,5.0,75.0,75.0,100.0,0.0,0.0,0.0,0
12169,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12170,100.0,37.5,2,10.0,75.0,75.0,50.0,0.0,0.0,0.0,0
12171,0.0,0.0,1,5.0,,,,,,,0
12172,100.0,75.0,3,15.0,75.0,75.0,100.0,100.0,100.0,0.0,100
12173,100.0,12.5,1,5.0,100.0,75.0,100.0,0.0,0.0,0.0,0
12174,30.0,0.0,0,0.0,75.0,75.0,,,,,0
12175,0.0,0.0,0,0.0,,,,,,,0
12176,0.0,0.0,1,5.0,,,,,,,0
12177,30.0,0.0,2,10.0,50.0,25.0,,,,,0
12178,100.0,12.5,2,10.0,75.0,75.0,50.0,100.0,0.0,0.0,0
12179,100.0,25.0,3,15.0,100.0,75.0,100.0,100.0,0.0,0.0,0
12180,100.0,75.0,1,5.0,75.0,0.0,50.0,100.0,0.0,0.0,100
12181,100.0,37.5,2,10.0,100.0,25.0,100.0,0.0,0.0,0.0,0
12182,100.0,25.0,1,5.0,75.0,50.0,50.0,100.0,0.0,0.0,0
12183,0.0,0.0,0,0.0,,,,,,,0
12184,0.0,0.0,2,10.0,,,,,,,0
12185,0.0,0.0,0,0.0,,,,,,,0
12186,30.0,0.0,0,0.0,50.0,50.0,,,,,0
12187,100.0,25.0,1,5.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12188,100.0,25.0,2,10.0,75.0,75.0,100.0,0.0,0.0,0.0,0
12189,100.0,50.0,2,10.0,100.0,75.0,100.0,100.0,0.0,0.0,0
12190,30.0,0.0,0,0.0,40.0,50.0,,,,,0
12191,100.0,0.0,1,5.0,75.0,50.0,100.0,0.0,0.0,0.0,0
12192,0.0,0.0,0,0.0,,,,,,,0
12193,100.0,37.5,3,15.0,75.0,25.0,50.0,0.0,0.0,0.0,0
12194,100.0,25.0,4,20.0,75.0,75.0,100.0,100.0,100.0,0.0,0
12195,100.0,50.0,3,15.0,75.0,25.0,100.0,100.0,100.0,100.0,100
12196,0.0,0.0,0,0.0,,,,,,,0
12197,0.0,0.0,0,0.0,,,,,,,0
12198,100.0,50.0,1,5.0,100.0,25.0,100.0,100.0,0.0,0.0,100
12199,30.0,0.0,0,0.0,50.0,25.0,,,,,0
12200,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12201,0.0,0.0,0,0.0,,,,,,,0
12202,100.0,37.5,0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,100
12203,0.0,0.0,0,0.0,,,,,,,0
12204,0.0,0.0,0,0.0,,,,,,,0
12205,100.0,25.0,1,5.0,50.0,0.0,100.0,0.0,0.0,0.0,100
12206,100.0,37.5,1,5.0,50.0,75.0,50.0,100.0,0.0,0.0,100
12207,100.0,12.5,2,10.0,50.0,75.0,50.0,100.0,0.0,0.0,0
12208,0.0,0.0,1,5.0,,,,,,,0
12209,100.0,25.0,3,15.0,100.0,75.0,50.0,0.0,0.0,0.0,0
12210,100.0,37.5,2,10.0,75.0,75.0,100.0,100.0,100.0,100.0,0
12211,100.0,37.5,4,20.0,75.0,75.0,50.0,0.0,0.0,0.0,100
12212,30.0,0.0,0,0.0,50.0,25.0,,,,,0
12213,100.0,12.5,1,5.0,75.0,25.0,50.0,100.0,0.0,0.0,0
12214,0.0,0.0,0,0.0,,,,,,,0
12215,30.0,0.0,2,10.0,75.0,75.0,,,,,0
12216,100.0,37.5,1,5.0,40.0,75.0,50.0,100.0,100.0,0.0,0
12217,0.0,0.0,0,0.0,,,,,,,0
12218,30.0,0.0,0,0.0,,75.0,,,,,0
12219,100.0,50.0,3,15.0,75.0,25.0,100.0,100.0,0.0,0.0,0
12220,100.0,12.5,1,5.0,50.0,0.0,50.0,0.0,0.0,0.0,0
12221,30.0,0.0,0,0.0,75.0,25.0,,,,,0
12222,0.0,0.0,0,0.0,,,,,,,0
12223,30.0,0.0,0,0.0,50.0,25.0,,,,,0
12224,100.0,25.0,0,0.0,100.0,100.0,50.0,0.0,0.0,0.0,100
12225,0.0,0.0,1,5.0,,,,,,,0
12226,30.0,0.0,4,20.0,50.0,75.0,,,,,0
12227,100.0,12.5,6,30.0,75.0,50.0,100.0,0.0,0.0,0.0,0
12228,100.0,37.5,4,20.0,100.0,75.0,50.0,100.0,0.0,0.0,0
12229,100.0,25.0,3,15.0,100.0,50.0,100.0,0.0,0.0,0.0,0
12230,100.0,25.0,1,5.0,75.0,75.0,50.0,100.0,0.0,0.0,0
12231,0.0,0.0,1,5.0,,,,,,,0
12232,0.0,0.0,0,0.0,,,,,,,0
12233,,0.0,0,0.0,,,,,,,0
12234,0.0,0.0,0,0.0,,,,,,,0
12235,0.0,0.0,2,10.0,,,,,,,0
12236,0.0,0.0,0,0.0,,,,,,,0
12237,100.0,37.5,2,10.0,75.0,0.0,50.0,100.0,0.0,0.0,100
12238,100.0,37.5,3,15.0,75.0,50.0,100.0,100.0,0.0,0.0,100
12239,100.0,37.5,4,20.0,75.0,25.0,100.0,100.0,0.0,0.0,0
12240,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12241,100.0,25.0,2,10.0,75.0,50.0,100.0,100.0,100.0,0.0,0
12242,0.0,0.0,0,0.0,,,,,,,0
12243,0.0,0.0,1,5.0,,,,,,,0
12244,100.0,25.0,4,20.0,75.0,25.0,50.0,100.0,0.0,0.0,0
12245,100.0,37.5,0,0.0,100.0,75.0,100.0,100.0,100.0,100.0,0
12246,30.0,0.0,0,0.0,75.0,75.0,,,,,0
12247,100.0,50.0,2,10.0,100.0,25.0,100.0,100.0,100.0,100.0,100
12248,100.0,25.0,2,10.0,100.0,0.0,100.0,100.0,100.0,0.0,0
12249,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12250,30.0,0.0,0,0.0,75.0,25.0,,,,,0
12251,0.0,0.0,0,0.0,,,,,,,0
12252,100.0,37.5,1,5.0,75.0,50.0,50.0,0.0,0.0,0.0,100
12253,100.0,37.5,3,15.0,75.0,75.0,100.0,100.0,0.0,0.0,0
12254,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12255,30.0,0.0,1,5.0,50.0,25.0,,,,,0
12256,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12257,100.0,37.5,3,15.0,75.0,75.0,50.0,0.0,100.0,0.0,0
12258,100.0,12.5,1,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0
12259,100.0,37.5,3,15.0,100.0,25.0,100.0,100.0,100.0,0.0,0
12260,30.0,0.0,1,5.0,50.0,50.0,,,,,0
12261,0.0,0.0,0,0.0,,,,,,,0
12262,100.0,12.5,0,0.0,25.0,50.0,50.0,0.0,0.0,0.0,0
12263,0.0,0.0,0,0.0,,,,,,,0
12264,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12265,30.0,0.0,0,0.0,25.0,75.0,,,,,0
12266,100.0,25.0,1,5.0,75.0,100.0,100.0,0.0,0.0,0.0,100
12267,100.0,12.5,2,10.0,75.0,75.0,100.0,0.0,0.0,0.0,0
12268,100.0,25.0,1,5.0,75.0,25.0,100.0,100.0,0.0,0.0,0
12269,100.0,12.5,3,15.0,75.0,75.0,50.0,0.0,0.0,0.0,0
12270,30.0,0.0,0,0.0,100.0,75.0,,,,,0
12271,100.0,12.5,1,5.0,75.0,25.0,50.0,100.0,0.0,0.0,0
12272,100.0,12.5,2,10.0,100.0,75.0,100.0,100.0,0.0,0.0,0
12273,100.0,37.5,2,10.0,100.0,75.0,50.0,100.0,100.0,100.0,100
12274,100.0,37.5,2,10.0,100.0,25.0,100.0,100.0,0.0,0.0,0
12275,0.0,0.0,1,5.0,,,,,,,0
12276,0.0,0.0,0,0.0,,,,,,,0
12277,0.0,0.0,0,0.0,,,,,,,0
12278,0.0,0.0,2,10.0,,,,,,,0
12279,100.0,0.0,0,0.0,50.0,50.0,50.0,100.0,100.0,0.0,0
12280,100.0,25.0,2,10.0,75.0,75.0,50.0,0.0,0.0,0.0,0
12281,100.0,12.5,1,5.0,75.0,0.0,100.0,0.0,0.0,0.0,0
12282,0.0,0.0,1,5.0,,,,,,,0
12283,100.0,50.0,2,10.0,100.0,25.0,100.0,0.0,100.0,0.0,0
12284,100.0,25.0,2,10.0,75.0,75.0,50.0,100.0,100.0,0.0,0
12285,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12286,100.0,37.5,3,15.0,100.0,0.0,50.0,100.0,100.0,0.0,0
12287,30.0,0.0,0,0.0,75.0,25.0,,,,,0
12288,100.0,0.0,0,0.0,40.0,50.0,,,,,0
12289,100.0,12.5,2,10.0,50.0,25.0,50.0,100.0,0.0,0.0,0
12290,0.0,0.0,1,5.0,,,,,,,0
12291,0.0,0.0,0,0.0,,,,,,,0
12292,100.0,0.0,3,15.0,75.0,50.0,50.0,0.0,100.0,0.0,0
12293,0.0,0.0,0,0.0,,,,,,,0
12294,0.0,0.0,0,0.0,,,,,,,0
12295,100.0,25.0,3,15.0,100.0,75.0,100.0,0.0,0.0,0.0,0
12296,0.0,0.0,0,0.0,,,,,,,0
12297,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12298,30.0,0.0,1,5.0,50.0,25.0,,,,,0
12299,100.0,50.0,1,5.0,75.0,25.0,100.0,0.0,0.0,0.0,100
12300,100.0,12.5,2,10.0,75.0,25.0,100.0,0.0,0.0,0.0,0
12301,100.0,25.0,3,15.0,100.0,75.0,100.0,100.0,0.0,0.0,0
12302,100.0,12.5,3,15.0,75.0,50.0,50.0,100.0,0.0,0.0,0
12303,30.0,0.0,1,5.0,100.0,50.0,,,,,0
12304,30.0,0.0,2,10.0,25.0,0.0,,,,,0
12305,30.0,0.0,0,0.0,50.0,75.0,,,,,0
12306,30.0,0.0,2,10.0,75.0,75.0,,,,,0
12307,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12308,100.0,25.0,2,10.0,100.0,25.0,50.0,100.0,0.0,0.0,0
12309,0.0,0.0,0,0.0,,,,,,,0
12310,30.0,0.0,0,0.0,100.0,75.0,,,,,0
12311,100.0,87.5,3,15.0,100.0,50.0,100.0,100.0,100.0,100.0,100
12312,100.0,12.5,2,10.0,75.0,25.0,100.0,0.0,0.0,0.0,0
12313,100.0,12.5,2,10.0,75.0,50.0,50.0,0.0,0.0,0.0,0
12314,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12315,100.0,25.0,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12316,30.0,0.0,0,0.0,75.0,25.0,,,,,0
12317,0.0,0.0,0,0.0,,,,,,,0
12318,100.0,12.5,1,5.0,75.0,50.0,50.0,0.0,100.0,0.0,0
12319,0.0,0.0,0,0.0,,,,,,,0
12320,30.0,0.0,0,0.0,50.0,50.0,,,,,0
12321,30.0,0.0,0,0.0,75.0,75.0,,,,,0
12322,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12323,0.0,0.0,0,0.0,,,,,,,0
12324,100.0,50.0,1,5.0,75.0,25.0,100.0,100.0,0.0,0.0,0
12325,30.0,0.0,1,5.0,50.0,25.0,,,,,0
12326,0.0,0.0,1,5.0,,,,,,,0
12327,100.0,37.5,1,5.0,50.0,75.0,50.0,100.0,0.0,0.0,100
12328,30.0,0.0,1,5.0,40.0,25.0,,,,,0
12329,0.0,0.0,1,5.0,,,,,,,0
12330,0.0,0.0,0,0.0,,,,,,,0
12331,100.0,37.5,1,5.0,75.0,50.0,100.0,0.0,0.0,0.0,0
12332,0.0,0.0,0,0.0,,,,,,,0
12333,100.0,50.0,2,10.0,75.0,25.0,100.0,100.0,0.0,0.0,100
12334,30.0,0.0,0,0.0,25.0,50.0,,,,,0
12335,100.0,0.0,1,5.0,50.0,75.0,50.0,100.0,100.0,100.0,0
12336,100.0,62.5,2,10.0,100.0,50.0,100.0,100.0,100.0,0.0,100
12337,0.0,0.0,3,15.0,,,,,,,0
12338,0.0,0.0,0,0.0,,,,,,,0
12339,30.0,0.0,0,0.0,100.0,75.0,,,,,0
12340,0.0,0.0,2,10.0,,,,,,,0
12341,100.0,25.0,3,15.0,100.0,25.0,100.0,0.0,0.0,0.0,0
12342,0.0,0.0,0,0.0,,,,,,,0
12343,0.0,0.0,0,0.0,,,,,,,0
12344,0.0,0.0,0,0.0,,,,,,,0
12345,100.0,12.5,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12346,0.0,0.0,0,0.0,,,,,,,0
12347,0.0,0.0,0,0.0,,,,,,,0
12348,100.0,50.0,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,100
12349,100.0,50.0,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12350,30.0,0.0,0,0.0,50.0,75.0,,,,,0
12351,100.0,37.5,3,15.0,100.0,75.0,50.0,100.0,0.0,0.0,0
12352,100.0,12.5,1,5.0,100.0,75.0,100.0,100.0,0.0,0.0,0
12353,30.0,0.0,1,5.0,75.0,25.0,,,,,0
12354,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12355,100.0,12.5,3,15.0,75.0,50.0,50.0,100.0,0.0,0.0,0
12356,100.0,25.0,1,5.0,75.0,75.0,100.0,0.0,100.0,0.0,0
12357,100.0,62.5,4,20.0,100.0,75.0,100.0,100.0,100.0,0.0,100
12358,0.0,0.0,0,0.0,,,,,,,0
12359,0.0,0.0,0,0.0,,,,,,,0
12360,100.0,12.5,5,25.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12361,0.0,0.0,2,10.0,,,,,,,0
12362,0.0,0.0,0,0.0,,,,,,,0
12363,0.0,0.0,0,0.0,,,,,,,0
12364,100.0,37.5,3,15.0,100.0,25.0,100.0,100.0,0.0,0.0,0
12365,100.0,25.0,3,15.0,100.0,50.0,50.0,0.0,100.0,0.0,0
12366,0.0,0.0,0,0.0,,,,,,,0
12367,100.0,12.5,2,10.0,100.0,75.0,100.0,0.0,0.0,0.0,0
12368,0.0,0.0,0,0.0,,,,,,,0
12369,100.0,87.5,4,20.0,75.0,75.0,100.0,100.0,100.0,0.0,100
12370,100.0,25.0,1,5.0,75.0,0.0,100.0,0.0,0.0,0.0,0
12371,100.0,25.0,2,10.0,100.0,75.0,100.0,0.0,0.0,0.0,100
12372,0.0,0.0,1,5.0,,,,,,,0
12373,30.0,0.0,0,0.0,50.0,50.0,,,,,0
12374,100.0,25.0,1,5.0,100.0,75.0,50.0,0.0,0.0,0.0,0
12375,0.0,0.0,1,5.0,,,,,,,0
12376,0.0,0.0,0,0.0,,,,,,,0
12377,,0.0,0,0.0,,,,,,,0
12378,30.0,0.0,1,5.0,50.0,0.0,,,,,0
12379,100.0,75.0,5,25.0,75.0,75.0,0.0,100.0,0.0,0.0,100
12380,100.0,12.5,1,5.0,75.0,75.0,0.0,100.0,0.0,0.0,0
12381,0.0,0.0,1,5.0,,,,,,,0
12382,100.0,0.0,1,5.0,100.0,,,,,,0
12383,30.0,0.0,2,10.0,75.0,50.0,,,,,0
12384,100.0,37.5,1,5.0,75.0,75.0,50.0,100.0,0.0,0.0,0
12385,30.0,0.0,0,0.0,50.0,50.0,,,,,0
12386,0.0,0.0,0,0.0,,,,,,,0
12387,100.0,25.0,2,10.0,100.0,50.0,0.0,0.0,0.0,100.0,0
12388,100.0,12.5,5,25.0,75.0,0.0,50.0,100.0,0.0,0.0,0
12389,100.0,12.5,3,15.0,75.0,25.0,0.0,100.0,100.0,0.0,0
12390,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12391,30.0,0.0,2,10.0,25.0,25.0,,,,,0
12392,30.0,0.0,0,0.0,50.0,25.0,,,,,0
12393,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12394,100.0,37.5,1,5.0,75.0,25.0,100.0,100.0,0.0,0.0,100
12395,30.0,0.0,1,5.0,25.0,75.0,,,,,0
12396,30.0,0.0,1,5.0,75.0,25.0,,,,,0
12397,100.0,37.5,5,25.0,75.0,25.0,50.0,100.0,0.0,0.0,100
12398,0.0,0.0,1,5.0,,,,,,,0
12399,30.0,0.0,2,10.0,50.0,75.0,,,,,0
12400,100.0,25.0,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12401,100.0,25.0,1,5.0,75.0,50.0,100.0,0.0,100.0,0.0,0
12402,100.0,0.0,2,10.0,100.0,75.0,100.0,0.0,0.0,0.0,0
12403,0.0,0.0,2,10.0,,,,,,,0
12404,30.0,0.0,0,0.0,40.0,50.0,,,,,0
12405,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12406,100.0,12.5,1,5.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12407,0.0,0.0,0,0.0,,,,,,,0
12408,100.0,37.5,3,15.0,75.0,75.0,100.0,100.0,100.0,0.0,0
12409,0.0,0.0,0,0.0,,,,,,,0
12410,0.0,0.0,0,0.0,,,,,,,0
12411,100.0,25.0,3,15.0,75.0,50.0,100.0,100.0,0.0,0.0,100
12412,100.0,62.5,5,25.0,75.0,25.0,100.0,100.0,100.0,0.0,100
12413,0.0,0.0,2,10.0,,,,,,,0
12414,30.0,0.0,2,10.0,50.0,50.0,,,,,0
12415,30.0,0.0,0,0.0,50.0,50.0,,,,,0
12416,100.0,50.0,3,15.0,75.0,50.0,50.0,100.0,100.0,0.0,100
12417,30.0,0.0,3,15.0,100.0,75.0,,,,,0
12418,30.0,0.0,2,10.0,75.0,75.0,,,,,0
12419,30.0,0.0,1,5.0,75.0,50.0,,,,,0
12420,100.0,12.5,1,5.0,50.0,50.0,50.0,0.0,0.0,0.0,0
12421,100.0,12.5,3,15.0,25.0,50.0,50.0,0.0,0.0,0.0,0
12422,0.0,0.0,1,5.0,,,,,,,0
12423,100.0,25.0,1,5.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12424,0.0,0.0,2,10.0,,,,,,,0
12425,0.0,0.0,1,5.0,,,,,,,0
12426,0.0,0.0,0,0.0,,,,,,,0
12427,100.0,37.5,3,15.0,100.0,75.0,100.0,100.0,0.0,0.0,100
12428,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12429,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12430,30.0,0.0,0,0.0,75.0,50.0,,,,,0
12431,100.0,25.0,3,15.0,75.0,50.0,100.0,0.0,0.0,0.0,100
12432,100.0,37.5,1,5.0,75.0,75.0,50.0,100.0,100.0,0.0,100
12433,0.0,0.0,0,0.0,,,,,,,0
12434,100.0,12.5,2,10.0,75.0,75.0,100.0,100.0,0.0,0.0,0
12435,100.0,25.0,2,10.0,75.0,75.0,100.0,100.0,0.0,0.0,0
12436,0.0,0.0,0,0.0,,,,,,,0
12437,100.0,25.0,2,10.0,75.0,75.0,50.0,100.0,0.0,0.0,0
12438,30.0,0.0,1,5.0,75.0,75.0,,,,,0
12439,30.0,0.0,2,10.0,50.0,25.0,,,,,0
12440,100.0,25.0,1,5.0,75.0,75.0,100.0,100.0,100.0,0.0,0
12441,30.0,0.0,0,0.0,75.0,0.0,,,,,0
12442,100.0,37.5,1,5.0,75.0,50.0,50.0,100.0,0.0,0.0,0
12443,30.0,0.0,2,10.0,75.0,25.0,,,,,0
12444,30.0,0.0,1,5.0,100.0,75.0,,,,,0
12445,30.0,0.0,0,0.0,50.0,25.0,,,,,0
12446,0.0,0.0,1,5.0,,,,,,,0
12447,0.0,0.0,0,0.0,,,,,,,0
12448,0.0,0.0,0,0.0,,,,,,,0
12449,100.0,12.5,3,15.0,50.0,25.0,50.0,0.0,0.0,0.0,0
12450,100.0,25.0,1,5.0,40.0,50.0,0.0,0.0,0.0,0.0,0
12451,100.0,37.5,1,5.0,75.0,50.0,100.0,100.0,0.0,0.0,0
12452,100.0,12.5,3,15.0,75.0,50.0,100.0,0.0,0.0,0.0,0
12453,30.0,0.0,0,0.0,75.0,0.0,,,,,0
12454,30.0,0.0,1,5.0,75.0,25.0,,,,,0
12455,30.0,0.0,2,10.0,75.0,75.0,,,,,0
12456,100.0,0.0,3,15.0,75.0,50.0,100.0,100.0,100.0,0.0,0
12457,100.0,50.0,4,20.0,100.0,75.0,100.0,100.0,100.0,100.0,0
12458,0.0,0.0,2,10.0,,,,,,,0
12459,30.0,0.0,1,5.0,50.0,0.0,,,,,0
12460,100.0,37.5,2,10.0,75.0,50.0,100.0,100.0,0.0,0.0,100
12461,100.0,37.5,2,10.0,100.0,50.0,50.0,100.0,100.0,0.0,0
12462,0.0,0.0,0,0.0,,,,,,,0
